,PID,MSSubClass,Foundation,PavedDrive,BsmtUnfSF,AllBathBsmt,AllBathAbv,HeatingQC,Neighborhood,YearBuilt,SalePrice,GarageCars,PorchArea,GoodLivArea,CentralAir,KitchenQual,ExterQual,BsmtCond,FireplaceQu,GarageQual,HasPool
1181,535353190,1Fl,CBlock,Y,912.0,0.5,1.0,Typical,NAmes,1948,97500,1.0,192,1458.0,Y,Typical,TA,Typical,Gd,Typical,0
1182,535353240,2Fl,CBlock,Y,0.0,1.0,1.5,Excellent,NAmes,1948,152500,2.0,134,2226.0,Y,Typical,TA,Typical,Gd,Typical,0
1183,535354050,1Fl,CBlock,Y,625.0,0.5,1.0,Typical,NAmes,1949,135000,2.0,0,1113.0,Y,Good,TA,Typical,None,Typical,0
1184,535354070,1Fl,CBlock,Y,810.0,0.0,1.0,Typical,NAmes,1950,129900,1.0,126,1590.0,Y,Typical,TA,Typical,None,Typical,0
1185,535354100,1Fl,CBlock,Y,292.0,1.0,1.0,Excellent,NAmes,1948,132000,1.0,0,1652.0,Y,Typical,TA,Typical,Gd,Typical,0
1186,535354130,1Fl,CBlock,Y,784.0,0.0,1.5,Excellent,NAmes,1947,127000,2.0,28,1312.0,Y,Typical,TA,Typical,None,Typical,0
1187,535354200,DUP2FAM,CBlock,Y,1824.0,0.0,2.0,Fair,NAmes,1957,146000,2.0,0,1824.0,Y,Typical,TA,Typical,None,Typical,0
1188,535354260,1Fl,CBlock,Y,1018.0,1.0,1.0,Excellent,NAmes,1953,156000,1.0,200,1414.0,Y,Typical,TA,Fair,Gd,Typical,0
1189,535355100,1Fl,BrkTil,Y,0.0,0.0,2.0,Good,OldTown,1924,112000,1.0,126,1927.0,Y,Typical,TA,Typical,None,Typical,0
1190,535375010,1Fl,CBlock,Y,792.0,0.0,1.0,Good,OldTown,1958,99900,1.0,90,792.0,Y,Typical,TA,Typical,None,Fair,0
1191,535375040,1Fl,PConc,N,713.0,0.0,1.0,Excellent,OldTown,1930,99800,1.0,236,713.0,Y,Good,TA,Typical,None,Fair,0
1192,535375050,1Fl,CBlock,N,660.0,0.0,2.5,Excellent,OldTown,1916,135000,1.0,140,1512.0,Y,Typical,TA,Typical,None,Fair,0
1193,535375130,1Fl,CBlock,Y,735.0,0.0,1.0,Good,OldTown,1940,109000,1.0,39,1034.0,Y,Typical,TA,Typical,None,Typical,0
1194,535375140,1Fl,Slab,N,0.0,0.0,1.0,Typical,OldTown,1948,89900,1.0,66,869.0,N,Typical,TA,No Basement,None,Fair,0
1195,535375160,1Fl,PConc,N,747.0,0.0,1.0,Typical,OldTown,1925,114000,1.0,180,1159.0,Y,Typical,TA,Typical,None,Fair,0
1196,535376010,1Fl,CBlock,Y,882.0,0.0,1.0,Excellent,OldTown,1956,103200,0.0,0,882.0,Y,Typical,TA,Typical,None,No Garage,0
1197,535376060,2Fl,BrkTil,Y,676.0,0.5,2.0,Excellent,OldTown,1939,149000,2.0,315,1352.0,Y,Good,TA,Typical,None,Typical,0
1198,535376090,1Fl,CBlock,Y,418.0,0.0,1.0,Excellent,OldTown,1954,117000,1.0,0,1248.0,Y,Good,TA,Typical,None,Typical,0
1199,535377070,1Fl,CBlock,N,715.0,0.0,1.0,Fair,NAmes,1929,68000,2.0,187,715.0,N,Typical,TA,Typical,None,Fair,0
1200,535377090,DUP2FAM,CBlock,Y,0.0,2.0,0.0,Good,OldTown,1980,144000,2.0,320,2112.0,Y,Typical,TA,Typical,None,Typical,0
1201,535377100,1Fl,BrkTil,Y,448.0,0.0,1.0,Excellent,OldTown,1900,86900,1.0,70,720.0,Y,Fair,TA,Fair,None,Fair,0
1202,535377150,2Fl,BrkTil,N,405.0,0.0,1.0,Good,OldTown,1900,114000,1.0,279,1039.0,Y,Typical,Gd,Typical,None,Typical,0
1203,535378020,1Fl,BrkTil,N,768.0,0.0,1.0,Excellent,OldTown,1924,109500,1.0,436,792.0,Y,Good,Gd,Typical,None,Fair,0
1204,535378080,1Fl,CBlock,Y,55.0,1.0,2.0,Excellent,OldTown,1925,128500,2.0,0,2377.0,Y,Typical,TA,Typical,None,Typical,0
1205,535378120,1Fl,BrkTil,N,1054.0,0.0,1.0,Excellent,OldTown,1925,125000,1.0,112,1078.0,Y,Excellent,TA,Typical,None,Typical,0
1206,535379060,1Fl,BrkTil,Y,656.0,0.0,2.0,Typical,OldTown,1927,64500,1.0,0,968.0,Y,Typical,TA,Typical,None,Fair,0
1207,535379100,1Fl,BrkTil,Y,299.0,1.0,1.0,Excellent,OldTown,1920,120000,2.0,229,1951.0,Y,Typical,TA,Typical,Gd,Typical,0
1208,535379110,2Fl,CBlock,N,736.0,0.0,1.5,Excellent,OldTown,1895,148000,0.0,112,1534.0,Y,Good,TA,Typical,None,No Garage,0
1209,535380010,2Fl,CBlock,Y,325.0,0.0,2.0,Excellent,OldTown,1915,155500,2.0,280,1933.0,Y,Typical,TA,Typical,Gd,Typical,0
1210,535380050,1Fl,CBlock,Y,333.0,1.0,1.5,Typical,NAmes,1945,140000,1.0,0,2138.0,Y,Typical,TA,Typical,TA,Typical,0
1211,535380110,1Fl,PConc,N,672.0,0.0,1.0,Good,OldTown,1940,86900,1.0,196,672.0,Y,Typical,Gd,Typical,None,Typical,0
1212,535380140,1Fl,BrkTil,N,892.0,0.5,1.0,Excellent,OldTown,1922,139000,3.0,100,1436.0,Y,Typical,TA,Typical,Gd,Fair,0
1213,535381040,1Fl,BrkTil,Y,1313.0,0.0,2.0,Typical,OldTown,1915,142900,2.0,432,1313.0,Y,Good,TA,Typical,TA,Typical,0
1214,535382020,DUP2FAM,CBlock,N,290.0,0.0,2.0,Typical,OldTown,1900,160000,2.0,142,3078.0,N,Typical,TA,Fair,Gd,Typical,0
1215,535382100,2Fl,PConc,Y,560.0,0.0,2.0,Excellent,OldTown,1910,156500,2.0,112,1690.0,Y,Good,Gd,Typical,None,Typical,0
1216,535382130,1Fl,CBlock,Y,170.0,0.5,2.0,Good,OldTown,1936,170000,2.0,457,2092.0,Y,Good,TA,Typical,TA,Typical,0
1217,535383060,1Fl,PConc,N,416.0,1.0,1.0,Good,OldTown,1940,59000,0.0,81,599.0,N,Good,Fa,Typical,None,No Garage,0
1218,535383070,1Fl,PConc,Y,420.0,0.0,1.0,Excellent,OldTown,1920,105000,1.0,198,1794.0,Y,Typical,Fa,Typical,None,Typical,0
1219,535383100,DUP2FAM,BrkTil,N,0.0,0.0,2.0,Typical,OldTown,1900,106250,0.0,544,1294.0,N,Typical,TA,No Basement,None,No Garage,0
1220,535383110,1Fl,BrkTil,N,720.0,0.0,1.0,Typical,OldTown,1920,106000,2.0,0,846.0,N,Good,TA,Typical,None,Typical,0
1221,535383120,1Fl,BrkTil,Y,630.0,0.0,1.5,Typical,OldTown,1890,78500,1.0,30,725.0,Y,Typical,TA,Typical,None,Typical,0
1222,535401080,1Fl,CBlock,Y,733.0,1.0,1.0,Excellent,NAmes,1959,162000,2.0,563,1617.0,Y,Good,TA,Typical,Gd,Typical,0
1223,535402010,DUP2FAM,CBlock,Y,1248.0,0.0,3.0,Typical,NAmes,1969,190000,3.0,0,2544.0,Y,Typical,TA,Typical,None,Typical,0
1224,535402070,SPLIT,CBlock,Y,380.0,1.0,1.0,Typical,NAmes,1966,159950,2.0,0,1730.0,Y,Typical,TA,Typical,Gd,Typical,0
1225,535402090,1Fl,CBlock,Y,996.0,0.0,1.5,Fair,NAmes,1963,154000,1.0,216,1764.0,Y,Typical,TA,Typical,None,Typical,0
1226,535402100,SPLIT,CBlock,Y,503.0,0.5,1.0,Typical,NAmes,1963,165000,1.0,420,1726.0,Y,Typical,TA,Typical,Gd,Typical,0
1227,535402120,2Fl,CBlock,Y,539.0,0.0,1.5,Excellent,NAmes,1962,171000,2.0,204,2035.0,Y,Typical,TA,Typical,Gd,Typical,0
1228,535402140,SPLIT,CBlock,Y,0.0,0.5,2.0,Typical,NAmes,1963,172000,1.0,671,2376.0,Y,Typical,TA,Typical,TA,Typical,0
1229,535402220,1Fl,CBlock,Y,312.0,0.0,1.5,Typical,NAmes,1962,159000,2.0,128,2334.0,Y,Good,TA,Typical,Gd,Typical,0
1230,535402230,1Fl,CBlock,Y,434.0,0.0,1.5,Excellent,NAmes,1962,147000,1.0,240,1908.0,Y,Typical,TA,Typical,None,Typical,0
1231,535402270,1Fl,CBlock,Y,108.0,1.0,1.0,Good,NAmes,1967,163000,2.0,156,1972.0,Y,Typical,Fa,Fair,Po,Typical,0
1232,535402330,DUP2FAM,CBlock,Y,748.0,1.5,3.0,Typical,NAmes,1969,200000,3.0,0,3134.0,Y,Typical,TA,Typical,None,Typical,0
1233,535403010,1Fl,CBlock,Y,168.0,0.5,1.5,Typical,NAmes,1968,139000,2.0,248,1788.0,Y,Typical,TA,Typical,Fa,Typical,0
1234,535403030,1Fl,CBlock,Y,0.0,1.0,1.0,Good,NAmes,1968,128500,1.0,0,1904.0,Y,Typical,TA,Typical,None,Typical,0
1235,535403040,1Fl,CBlock,Y,0.0,0.0,1.0,Typical,NAmes,1964,115000,1.0,0,1824.0,Y,Typical,TA,Typical,None,Typical,0
1236,535403150,1Fl,CBlock,Y,0.0,0.5,1.0,Excellent,NAmes,1959,159500,2.0,192,1849.0,Y,Typical,TA,Typical,Fa,Typical,0
1237,535403190,1Fl,CBlock,Y,206.0,1.0,1.0,Good,NAmes,1958,143500,2.0,42,1696.0,Y,Good,Gd,Typical,None,Typical,0
1238,535403200,1Fl,CBlock,Y,450.0,1.0,1.0,Excellent,NAmes,1959,120000,1.0,168,1278.0,Y,Good,TA,Typical,None,Typical,0
1239,535403210,1Fl,CBlock,Y,559.0,0.0,1.0,Good,NAmes,1957,135000,1.0,0,1651.0,Y,Typical,TA,Typical,None,Typical,0
1240,535403280,1Fl,CBlock,Y,132.0,1.0,1.0,Typical,NAmes,1957,153000,1.0,0,2166.0,Y,Typical,TA,Typical,None,Typical,0
1241,535404080,1Fl,CBlock,Y,108.0,1.0,1.0,Typical,NAmes,1957,129900,1.0,0,1524.0,Y,Typical,TA,Typical,None,Typical,0
1242,535425010,SPLIT,CBlock,Y,710.0,0.0,2.5,Excellent,NAmes,1967,242000,2.0,240,2978.0,Y,Good,Gd,Typical,Gd,Typical,0
1243,535425040,1Fl,CBlock,Y,400.0,1.0,2.0,Typical,NAmes,1961,183000,2.0,597,2686.0,Y,Typical,TA,Typical,TA,Typical,0
1244,535425050,1Fl,Slab,Y,0.0,0.0,2.0,Good,NAmes,1959,157500,2.0,295,1472.0,Y,Good,TA,No Basement,Gd,Typical,0
1245,535425060,1Fl,CBlock,Y,675.0,0.0,1.5,Excellent,NAmes,1958,186000,2.0,448,1949.0,Y,Typical,TA,Typical,Gd,Typical,0
1246,535425070,1Fl,CBlock,Y,208.0,1.0,2.0,Excellent,NAmes,1960,157500,2.0,40,2748.0,Y,Typical,TA,Typical,Gd,Typical,0
1247,535425080,2Fl,CBlock,Y,802.0,1.0,3.0,Typical,NAmes,1962,277500,2.0,622,3084.0,Y,Typical,TA,Typical,Gd,Typical,0
1248,535426130,2Fl,PConc,Y,390.0,0.5,2.0,Typical,NAmes,1969,135000,2.0,335,2730.0,Y,Fair,TA,Typical,TA,Typical,0
1249,535426150,1Fl,CBlock,Y,160.0,0.0,1.0,Fair,NAmes,1958,113500,1.0,92,1142.0,Y,Typical,TA,Typical,Gd,Typical,0
1250,535426195,1Fl,CBlock,Y,207.0,1.0,1.0,Typical,NAmes,1957,207500,1.0,546,2877.0,Y,Typical,TA,Typical,Gd,Typical,0
1251,535426260,1Fl,CBlock,Y,520.0,1.0,1.5,Typical,NAmes,1960,157000,1.0,389,1986.0,Y,Typical,TA,Typical,Fa,Typical,0
1252,535426350,1Fl,CBlock,Y,384.0,1.0,1.0,Typical,NAmes,1960,148000,1.0,118,1778.0,Y,Typical,TA,Typical,None,Typical,0
1253,535427070,1Fl,CBlock,Y,160.0,1.0,2.0,Excellent,NAmes,1960,242000,2.0,0,2494.0,Y,Good,TA,Typical,Gd,Typical,0
1254,535450070,1Fl,CBlock,Y,457.0,0.0,1.0,Good,NAmes,1949,133000,1.0,28,1411.0,Y,Typical,Gd,Typical,Gd,Typical,0
1255,535450100,1Fl,CBlock,Y,455.0,0.0,1.5,Good,NAmes,1950,147500,1.0,367,1976.0,Y,Good,TA,Typical,None,Fair,0
1256,535450160,DUP2FAM,Slab,Y,0.0,0.0,2.0,Fair,NAmes,1950,92900,2.0,0,1040.0,N,Typical,TA,No Basement,None,Typical,0
1257,535450180,1Fl,CBlock,Y,720.0,0.0,1.5,Typical,NAmes,1949,135000,0.0,0,1192.0,N,Typical,TA,Typical,None,No Garage,0
1258,535450190,1Fl,CBlock,Y,672.0,0.0,1.0,Excellent,NAmes,1949,122900,2.0,0,924.0,Y,Typical,TA,Typical,Po,Typical,0
1259,535450210,1Fl,CBlock,Y,161.0,1.0,1.0,Typical,NAmes,1948,132000,1.0,414,1879.0,Y,Typical,TA,Typical,None,Typical,0
1260,535450220,1Fl,CBlock,Y,746.0,0.0,1.0,Typical,NAmes,1948,119200,1.0,130,1418.0,Y,Typical,TA,Fair,Gd,Typical,0
1261,535450310,1Fl,CBlock,Y,844.0,0.0,2.0,Excellent,NAmes,1949,143000,1.0,0,2042.0,Y,Typical,TA,Typical,Gd,Typical,0
1262,535451010,1Fl,Stone,Y,105.0,0.0,1.0,Good,NAmes,1953,116000,2.0,346,910.0,Y,Good,Gd,Typical,None,Typical,0
1263,535451040,1Fl,CBlock,Y,246.0,0.0,1.0,Typical,NAmes,1950,119000,1.0,80,1618.0,Y,Typical,TA,Typical,None,Typical,0
1264,535451100,1Fl,CBlock,Y,432.0,0.0,1.5,Fair,NAmes,1950,102000,1.0,171,1670.0,Y,Typical,TA,Typical,TA,Typical,0
1265,535451110,1Fl,CBlock,Y,317.0,1.0,1.0,Good,NAmes,1950,129000,2.0,194,1411.0,Y,Good,TA,Typical,None,Typical,0
1266,535451170,DUP2FAM,Slab,Y,0.0,0.0,2.0,Fair,NAmes,1949,90000,2.0,0,1040.0,N,Typical,TA,No Basement,None,Typical,0
1267,535451190,1Fl,CBlock,Y,0.0,0.0,1.0,Typical,NAmes,1950,109500,2.0,0,1040.0,Y,Typical,TA,No Basement,None,Typical,0
1268,535451210,1Fl,Slab,Y,0.0,0.0,1.0,Typical,NAmes,1950,109900,2.0,29,1040.0,Y,Typical,TA,No Basement,None,Typical,0
1269,535451230,1Fl,CBlock,Y,0.0,0.0,1.0,Good,NAmes,1950,98300,2.0,27,1048.0,Y,Typical,TA,No Basement,None,Typical,0
1270,535451250,1Fl,CBlock,Y,676.0,1.0,1.5,Good,NAmes,1950,138000,1.0,168,2436.0,Y,Typical,TA,Typical,None,Typical,0
1271,535452090,1Fl,CBlock,Y,1041.0,0.0,1.0,Good,NAmes,1958,128000,1.0,0,1041.0,Y,Typical,TA,Typical,None,Typical,0
1272,535452120,SPLIT,CBlock,Y,409.0,0.0,2.0,Good,NAmes,1960,127000,1.0,0,2173.0,Y,Typical,TA,Typical,None,Typical,0
1273,535452140,1Fl,CBlock,Y,0.0,1.0,1.0,Typical,NAmes,1952,118900,1.0,68,1464.0,Y,Typical,TA,Good,None,Typical,0
1274,535453020,1Fl,PConc,Y,292.0,1.0,1.5,Good,NAmes,1959,159000,1.0,240,2220.0,Y,Good,TA,Typical,None,Typical,0
1275,535453040,1Fl,CBlock,Y,188.0,0.5,1.0,Typical,NAmes,1962,125900,1.0,0,1866.0,Y,Typical,TA,Typical,None,Typical,0
1276,535453070,1Fl,CBlock,Y,0.0,1.0,1.5,Excellent,NAmes,1959,154000,1.0,218,2492.0,Y,Good,TA,Typical,None,Typical,0
1277,535453080,1Fl,CBlock,Y,466.0,1.0,1.0,Excellent,NAmes,1959,152000,1.0,0,1614.0,Y,Good,TA,Typical,None,Typical,0
1278,535453100,SPLIT,CBlock,Y,0.0,1.0,1.0,Typical,NAmes,1959,138000,1.0,0,1711.0,Y,Typical,TA,Typical,None,Typical,0
1279,535453150,1Fl,CBlock,Y,545.0,0.5,1.0,Typical,NAmes,1958,140000,1.0,225,1795.0,Y,Typical,TA,Typical,TA,Typical,0
1280,535453160,1Fl,CBlock,Y,671.0,0.0,1.0,Typical,NAmes,1959,133700,1.0,392,1409.0,Y,Typical,TA,Typical,None,Typical,0
1281,535453180,1Fl,CBlock,Y,503.0,1.0,1.5,Good,NAmes,1960,152000,1.0,0,1981.0,Y,Typical,TA,Typical,None,Typical,0
1282,535453200,1Fl,CBlock,Y,0.0,1.0,1.0,Typical,NAmes,1959,132500,1.0,0,2296.0,Y,Typical,TA,Typical,None,Typical,0
1283,535453210,1Fl,CBlock,Y,363.0,0.0,1.5,Typical,NAmes,1960,155000,1.0,0,2175.0,Y,Typical,TA,Typical,Fa,Typical,0
1284,535454030,DUP2FAM,Slab,Y,0.0,0.0,2.0,Fair,NAmes,1950,81400,2.0,0,1040.0,N,Typical,TA,No Basement,None,Typical,0
1285,535454050,DUP2FAM,Slab,Y,0.0,0.0,2.0,Fair,NAmes,1949,87500,2.0,0,1040.0,N,Typical,TA,No Basement,None,Typical,0
1286,535454060,DUP2FAM,CBlock,Y,0.0,0.0,2.0,Good,NAmes,1950,93500,2.0,0,1040.0,N,Typical,TA,No Basement,None,Typical,0
1287,535454070,1Fl,CBlock,Y,403.0,0.0,2.0,Fair,NAmes,1952,166000,2.0,0,1892.0,Y,Typical,TA,Typical,None,Typical,0
1288,535454100,1Fl,CBlock,Y,832.0,0.0,2.0,Typical,NAmes,1949,133500,1.0,204,1461.0,Y,Typical,TA,Typical,None,Typical,0
1289,535454150,1Fl,CBlock,Y,453.0,0.0,2.0,Excellent,NAmes,1948,138000,2.0,108,1635.0,Y,Typical,TA,Typical,None,Typical,0
1290,535455060,1Fl,CBlock,Y,936.0,1.0,1.0,Typical,NAmes,1954,112500,1.0,0,984.0,Y,Typical,TA,Typical,None,Typical,0
1291,535455080,1Fl,CBlock,Y,832.0,0.0,1.0,Good,NAmes,1954,105500,2.0,0,832.0,Y,Good,TA,Typical,None,Typical,0
1292,535455090,1Fl,CBlock,Y,181.0,0.0,1.0,Fair,NAmes,1954,127500,1.0,0,1951.0,Y,Typical,TA,Typical,None,Typical,0
1293,535456010,DUP2FAM,CBlock,Y,1556.0,0.0,2.0,Typical,NAmes,1960,119000,0.0,0,1556.0,Y,Typical,TA,Fair,None,No Garage,0
1294,535456020,1Fl,CBlock,Y,465.0,1.0,1.0,Excellent,NAmes,1959,141000,1.0,0,1835.0,Y,Typical,TA,Typical,None,Typical,0
1295,535456050,DUP2FAM,CBlock,N,1800.0,0.0,2.0,Typical,NAmes,1961,130000,0.0,0,1800.0,N,Typical,TA,Typical,None,No Garage,0
1296,535456070,1Fl,CBlock,Y,398.0,0.0,1.5,Good,NAmes,1955,150000,2.0,0,1958.0,Y,Typical,TA,Typical,None,Typical,0
1297,535456100,1Fl,CBlock,Y,825.0,0.5,1.0,Typical,NAmes,1954,109500,1.0,0,825.0,Y,Typical,TA,Typical,None,Typical,0
1298,535456110,1Fl,CBlock,Y,180.0,0.5,1.0,Typical,NAmes,1951,134800,2.0,254,1620.0,Y,Good,TA,Typical,None,Typical,0
1299,535457010,1Fl,CBlock,Y,1116.0,0.0,1.5,Typical,NAmes,1962,160000,2.0,385,1116.0,Y,Typical,TA,Typical,None,Typical,0
1300,535457020,1Fl,CBlock,Y,125.0,1.0,1.0,Typical,NAmes,1960,156500,1.0,0,2629.0,Y,Typical,TA,Typical,TA,Typical,0
1301,535457040,DUP2FAM,CBlock,Y,1800.0,0.0,2.0,Excellent,NAmes,1961,141000,0.0,0,1800.0,N,Typical,TA,Typical,None,No Garage,0
1302,535457050,1Fl,Slab,Y,0.0,0.0,1.0,Good,NAmes,1961,99000,1.0,0,925.0,Y,Typical,TA,No Basement,None,Typical,0
1303,535457070,1Fl,CBlock,Y,369.0,0.0,1.0,Typical,NAmes,1961,146000,1.0,162,1931.0,Y,Typical,TA,Typical,None,Typical,0
1304,535457090,1Fl,CBlock,Y,237.0,0.0,1.5,Excellent,NAmes,1960,148000,2.0,0,2113.0,Y,Typical,TA,Typical,None,Typical,0
1305,535475010,2Fl,CBlock,Y,780.0,0.0,1.5,Typical,NAmes,1964,144750,2.0,55,1806.0,Y,Typical,TA,Typical,None,Typical,0
1306,535475020,2Fl,CBlock,Y,380.0,1.0,1.5,Typical,NAmes,1963,140000,2.0,50,2196.0,Y,Typical,TA,Typical,TA,Typical,0
1307,535476110,DUP2FAM,CBlock,Y,0.0,1.0,1.0,Good,NAmes,1978,145000,2.0,40,1882.0,Y,Good,TA,Typical,None,Typical,0
1308,535476240,1Fl,CBlock,Y,219.0,1.0,1.0,Typical,NAmes,1963,127000,1.0,0,1871.0,Y,Typical,TA,Typical,Fa,Typical,0
1309,535476350,1Fl,CBlock,Y,415.0,1.0,1.0,Typical,NAmes,1963,192000,2.0,1010,2375.0,Y,Typical,TA,Typical,TA,Typical,0
1310,535476360,2Fl,CBlock,Y,169.0,0.0,2.5,Good,NAmes,1964,187000,2.0,281,2504.0,Y,Good,TA,Typical,Fa,Typical,0
1311,535476370,2Fl,CBlock,Y,0.0,1.0,1.5,Typical,NAmes,1964,167900,2.0,645,2391.0,Y,Typical,TA,Typical,None,Typical,0
1312,535477020,2Fl,CBlock,Y,756.0,0.0,1.5,Typical,NAmes,1966,155000,2.0,340,1839.0,Y,Typical,TA,Typical,TA,Typical,0
1313,535477060,2Fl,CBlock,Y,148.0,0.0,1.5,Typical,NAmes,1966,155000,2.0,296,1860.0,Y,Typical,TA,Typical,Fa,Typical,0
1314,535477090,1Fl,CBlock,Y,1117.0,0.0,1.0,Excellent,NAmes,1963,136870,1.0,0,1117.0,Y,Typical,TA,Typical,None,Typical,0
1315,535477130,2Fl,CBlock,Y,324.0,0.0,2.0,Typical,NAmes,1962,169500,1.0,168,2352.0,Y,Typical,TA,Typical,TA,Typical,0
1316,535477150,1Fl,CBlock,Y,894.0,0.0,1.0,Good,NAmes,1962,109500,1.0,0,894.0,N,Typical,TA,Typical,None,Typical,0
1317,535477180,1Fl,CBlock,Y,312.0,0.0,1.0,Good,NAmes,1962,125500,1.0,58,1416.0,Y,Typical,TA,Typical,None,Typical,0
1318,535478010,SPLIT,CBlock,Y,141.0,1.0,1.0,Typical,NAmes,1962,134500,1.0,222,1783.0,Y,Typical,TA,Typical,None,Typical,0
1319,535478040,SPLIT,CBlock,Y,162.0,1.0,1.0,Typical,NAmes,1962,130000,1.0,274,1670.0,Y,Typical,TA,Typical,Po,Typical,0
1320,535478070,1Fl,CBlock,Y,236.0,1.0,1.0,Good,NAmes,1962,120000,2.0,0,1854.0,Y,Typical,TA,Typical,None,Typical,0
1321,535478090,1Fl,CBlock,Y,396.0,0.5,1.0,Good,NAmes,1962,105000,1.0,0,1332.0,Y,Typical,TA,Typical,None,Typical,0
1322,535478110,DUP2FAM,CBlock,Y,72.0,1.0,1.0,Typical,NAmes,1962,124000,0.0,176,1978.0,Y,Typical,TA,Typical,None,No Garage,0
1323,902100010,1Fl,BrkTil,Y,850.0,0.0,1.0,Typical,OldTown,1926,103000,2.0,116,960.0,Y,Typical,Gd,Typical,None,Typical,0
1324,902100030,1Fl,BrkTil,N,680.0,0.0,1.0,Good,OldTown,1925,73000,2.0,0,764.0,N,Typical,TA,Typical,None,Typical,0
1325,902100110,2Fl,PConc,Y,716.0,0.0,2.0,Excellent,OldTown,1900,169000,2.0,239,2014.0,Y,Typical,Gd,Typical,None,Typical,0
1326,902101010,1Fl,CBlock,N,350.0,0.0,1.0,Typical,OldTown,1926,115000,1.0,116,1692.0,Y,Typical,TA,Typical,None,Typical,0
1327,902101050,1Fl,CBlock,Y,936.0,1.0,1.0,Good,OldTown,1948,135000,1.0,140,1944.0,Y,Typical,TA,Typical,None,Typical,0
1328,902102060,2Fl,PConc,Y,650.0,0.0,2.0,Good,OldTown,1904,157500,2.0,216,1539.0,Y,Good,TA,Typical,Po,Good,0
1329,902102080,1Fl,PConc,Y,440.0,0.0,1.5,Good,OldTown,1910,110000,2.0,202,1230.0,Y,Typical,TA,Typical,None,Typical,0
1330,902103090,1Fl,PConc,N,863.0,0.0,1.0,Typical,OldTown,1920,111500,1.0,0,1941.0,N,Fair,TA,Fair,TA,Fair,0
1331,902103100,1Fl,PConc,Y,901.0,0.0,1.0,Good,OldTown,1935,128900,1.0,94,1378.0,Y,Good,TA,Typical,None,Fair,0
1332,902103120,DUP2FAM,CBlock,N,339.0,1.0,2.0,Good,OldTown,1910,103500,2.0,197,2577.0,N,Typical,TA,Typical,None,Fair,0
1333,902103150,1Fl,BrkTil,Y,780.0,0.0,1.0,Excellent,OldTown,1948,122600,2.0,0,1323.0,Y,Typical,TA,Typical,None,Typical,0
1334,902104020,1Fl,BrkTil,Y,399.0,0.5,1.0,Excellent,OldTown,1900,156500,2.0,24,1797.0,Y,Good,TA,Typical,None,Typical,0
1335,902104060,1Fl,BrkTil,N,576.0,0.0,1.0,Good,OldTown,1910,96500,0.0,160,1140.0,Y,Typical,TA,Fair,None,No Garage,0
1336,902105010,2Fl,BrkTil,Y,680.0,0.0,1.0,Fair,OldTown,1910,111000,1.0,242,1360.0,N,Typical,TA,Fair,None,Fair,0
1337,902105020,1Fl,BrkTil,Y,1017.0,0.0,2.0,Excellent,OldTown,1920,256000,2.0,1027,3285.0,Y,Typical,Gd,Typical,TA,Fair,0
1338,902105050,1Fl,CBlock,N,240.0,0.0,1.5,Typical,OldTown,1910,130000,2.0,0,1306.0,Y,Good,TA,Typical,None,Fair,0
1339,902105060,2Fl,CBlock,N,504.0,0.0,2.0,Excellent,OldTown,1910,129000,0.0,176,1464.0,Y,Typical,Gd,Typical,None,No Garage,0
1340,902105110,2Fl,BrkTil,Y,264.0,0.0,2.0,Excellent,OldTown,1910,132000,2.0,382,1432.0,Y,Typical,TA,Fair,None,Typical,0
1341,902105130,1Fl,CBlock,Y,672.0,0.0,1.0,Typical,OldTown,1940,64000,1.0,0,672.0,Y,Typical,TA,Typical,None,Typical,0
1342,902106010,2Fl,BrkTil,Y,269.0,0.0,1.5,Typical,OldTown,1939,150000,2.0,218,1979.0,Y,Typical,TA,Typical,Gd,Typical,0
1343,902106040,2Fl,BrkTil,Y,712.0,0.5,1.5,Excellent,OldTown,1925,178000,2.0,234,1657.0,Y,Excellent,TA,Good,Gd,Fair,0
1344,902106060,2Fl,Stone,Y,994.0,0.0,2.0,Typical,OldTown,1892,107500,1.0,287,2372.0,N,Typical,TA,Typical,None,Typical,0
1345,902106070,1Fl,BrkTil,Y,569.0,0.0,1.0,Typical,OldTown,1927,127500,2.0,175,1572.0,Y,Typical,TA,Typical,None,Typical,0
1346,902106090,2Fl,Stone,Y,504.0,1.0,1.0,Good,OldTown,1900,139900,2.0,348,1636.0,Y,Typical,TA,Typical,None,Typical,0
1347,902106120,1Fl,PConc,N,240.0,1.0,1.0,Typical,OldTown,1922,89500,1.0,142,1804.0,N,Fair,TA,Fair,Gd,Typical,0
1348,902106130,1Fl,PConc,Y,357.0,1.0,1.0,Typical,OldTown,1920,109500,0.0,186,1515.0,Y,Typical,TA,Typical,Gd,No Garage,0
1349,902106140,1Fl,CBlock,Y,1008.0,0.0,1.0,Good,OldTown,1927,115000,2.0,130,1028.0,Y,Typical,TA,Typical,Gd,Typical,0
1350,902107030,2Fl,BrkTil,N,728.0,0.0,1.5,Good,OldTown,1915,139500,1.0,248,1456.0,Y,Good,Gd,Typical,None,Fair,0
1351,902107050,DUP2FAM,CBlock,Y,0.0,1.0,1.0,Typical,OldTown,1980,140000,2.0,49,1872.0,Y,Typical,TA,Typical,None,Typical,0
